Prime: 113, Epochs: 4000
Input: (98, 100) | Target: 85 | Predicted: 85
Input: (13, 51) | Target: 64 | Predicted: 64
Input: (72, 49) | Target: 8 | Predicted: 9
Input: (82, 82) | Target: 51 | Predicted: 52
Input: (22, 58) | Target: 80 | Predicted: 80
Input: (12, 75) | Target: 87 | Predicted: 87
Input: (77, 58) | Target: 22 | Predicted: 21
Input: (52, 1) | Target: 53 | Predicted: 52
Input: (110, 72) | Target: 69 | Predicted: 68
Input: (2, 74) | Target: 76 | Predicted: 78
Input: (82, 73) | Target: 42 | Predicted: 43
Input: (30, 92) | Target: 9 | Predicted: 9
Input: (4, 104) | Target: 108 | Predicted: 106
Input: (0, 56) | Target: 56 | Predicted: 57
Input: (53, 89) | Target: 29 | Predicted: 28
Input: (38, 29) | Target: 67 | Predicted: 68
Input: (4, 79) | Target: 83 | Predicted: 85
Input: (71, 72) | Target: 30 | Predicted: 29
Input: (44, 32) | Target: 76 | Predicted: 76
Input: (48, 21) | Target: 69 | Predicted: 70
Input: (62, 40) | Target: 102 | Predicted: 102
Input: (94, 92) | Target: 73 | Predicted: 73
Input: (59, 53) | Target: 112 | Predicted: 64
Input: (100, 4) | Target: 104 | Predicted: 104
Input: (87, 49) | Target: 23 | Predicted: 23
Input: (88, 7) | Target: 95 | Predicted: 95
Input: (74, 58) | Target: 19 | Predicted: 17
Input: (66, 74) | Target: 27 | Predicted: 26
Input: (44, 93) | Target: 24 | Predicted: 24
Input: (61, 90) | Target: 38 | Predicted: 38
Input: (48, 72) | Target: 7 | Predicted: 8
Input: (2, 71) | Target: 73 | Predicted: 74
Input: (3, 72) | Target: 75 | Predicted: 76
Input: (30, 90) | Target: 7 | Predicted: 8
Input: (93, 9) | Target: 102 | Predicted: 102
Input: (95, 95) | Target: 77 | Predicted: 77
Input: (33, 92) | Target: 12 | Predicted: 12
Input: (47, 56) | Target: 103 | Predicted: 103
Input: (87, 32) | Target: 6 | Predicted: 7
Input: (43, 1) | Target: 44 | Predicted: 44
Input: (98, 59) | Target: 44 | Predicted: 45
Input: (12, 81) | Target: 93 | Predicted: 94
Input: (40, 100) | Target: 27 | Predicted: 26
Input: (19, 63) | Target: 82 | Predicted: 82
Input: (103, 32) | Target: 22 | Predicted: 23
Input: (20, 33) | Target: 53 | Predicted: 53
